token_id,trait_type,value
1006,Archetype,IMPERIALS
1006,Subtype,MILADY
token_id,trait_type,value
1007,Archetype,RELICTS
1007,Subtype,MILADY
token_id,trait_type,value
101,Archetype,ARBOREALS
101,Subtype,MILADY
token_id,trait_type,value
1010,Archetype,IMPERIALS
1010,Subtype,RADBRO
token_id,trait_type,value
1011,Archetype,ICE
1011,Subtype,GLACIALADYS
