contract_address,name,one_day_volume,seven_day_volume,seven_day_change,seven_day_sales,seven_day_average_price,thirty_day_volume,thirty_day_change,thirty_day_sales,thirty_day_average_price,total_volume,total_sales,total_supply,total_minted,updated_date
0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949,Beanz,277.62212633000007,2252.8157925398905,-0.09305951546554074,1611.0,1.3983958985350033,13116.104045937345,0.29976480728796207,8904.0,1.4730575074053622,144426.57313061913,73443.0,19950.0,19950.0,2023-05-02T21:28:08.065366
0x1a92f7381b9f03921564a437210bb9396471050c,Cool Cats,12.270299999999999,152.04253249001172,-0.4528969029191915,178.0,0.8541715308427625,1356.1964182491477,-0.6979662123308485,1359.0,0.9979370259375626,142224.85501123127,44000.0,9964.0,9964.0,2023-05-02T21:28:12.688163
0x31d843b99c2c4088cd20d96ef2426673b958ff70,MechMinds,0.0075,0.2919440000000001,-0.22148266666666652,14.0,0.020853142857142865,2.5857139999999967,-0.9105109796530538,116.0,0.022290637931034456,125676.96515408685,15342.0,6130.0,6130.0,2023-05-02T21:28:13.111541
0x60f80121c31a0d46b5279700f9df786054aa5ee5,Rarible,1.1455,3.8685704000000003,3.7985244356239156,122.0,0.03170959344262295,56.00209287000008,2.8688076439863495,12133.0,0.004615683909173335,101835.11852935013,2077553629.0,319334.0,319334.0,2023-05-02T21:28:18.618722
0xb66a603f4cfe17e3d27b87a8bfcad319856518b8,Rarible,1.1455,3.8685704000000003,3.7985244356239156,122.0,0.03170959344262295,56.00209287000008,2.8688076439863495,12133.0,0.004615683909173335,101835.11852935013,2077553629.0,319334.0,319334.0,2023-05-02T21:28:19.382028
0xd07dc4262bcdbf85190c01c996b4c06a461d2430,Rarible,1.1455,3.8685704000000003,3.7985244356239156,122.0,0.03170959344262295,56.00209287000008,2.8688076439863495,12133.0,0.004615683909173335,101835.11852935013,2077553629.0,319334.0,319334.0,2023-05-02T21:28:24.566073
0xc9154424b823b10579895ccbe442d41b9abd96ed,Rarible,1.1455,3.8685704000000003,3.7985244356239156,122.0,0.03170959344262295,56.00209287000008,2.8688076439863495,12133.0,0.004615683909173335,101835.11852935013,2077553629.0,319334.0,319334.0,2023-05-02T21:28:25.442544
0x6a5ff3ceecae9ceb96e6ac6c76b82af8b39f0eb3,Rarible,1.1455,3.8685704000000003,3.7985244356239156,122.0,0.03170959344262295,56.00209287000008,2.8688076439863495,12133.0,0.004615683909173335,101835.11852935013,2077553629.0,319334.0,319334.0,2023-05-02T21:28:19.883102
0xf6793da657495ffeff9ee6350824910abc21356c,Rarible,1.1455,3.8685704000000003,3.7985244356239156,122.0,0.03170959344262295,56.00209287000008,2.8688076439863495,12133.0,0.004615683909173335,101835.11852935013,2077553629.0,319334.0,319334.0,2023-05-02T21:28:19.804117
0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85,Ethereum Name Service,7.724095789999999,277.3042049997173,0.43267646442512997,731.0,0.37934911764667206,914.4557195313138,-0.12212109611224216,3197.0,0.28603557070106783,85731.13504876549,317921.0,2707010.0,2707010.0,2023-05-02T21:28:13.615979
0xd4416b13d2b3a9abae7acd5d6c2bbdbe25686401,NameWrapper,7.724095789999999,277.3042049997173,0.43267646442512997,731.0,0.37934911764667206,914.4557195313138,-0.12212109611224216,3197.0,0.28603557070106783,85731.13504876549,317921.0,2707010.0,2707010.0,2023-05-02T21:28:26.641259
0xe785e82358879f061bc3dcac6f0444462d4b5330,World Of Women,9.95622,368.3603499900016,0.3801010530416596,434.0,0.8487565667972388,1719.5893131429832,-0.17245291532531962,1576.0,1.0911099702683904,81830.24508360156,30339.0,10000.0,10000.0,2023-05-02T21:28:30.145149
0xfd43af6d3fe1b916c026f6ac35b3ede068d1ca01,ParallelAlphaArtigraphSeries,0.19897879840000002,43.67745750029993,-0.11114916446534095,314.0,0.1391001831219743,237.75608055630076,-0.6128339976969128,1416.0,0.16790683655105987,77213.11253422726,238875.0,1250.0,1250.0,2023-05-02T21:28:31.001555
0x76be3b62873462d2142405439777e971754e8e77,parallel,0.19897879840000002,43.67745750029993,-0.11114916446534095,314.0,0.1391001831219743,237.75608055630076,-0.6128339976969128,1416.0,0.16790683655105987,77213.11253422726,238875.0,1250.0,1250.0,2023-05-02T21:28:30.940380
0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7,Loot,1.31,6.5414200000000005,-0.19077542723503801,14.0,0.4672442857142857,25.065685699999985,-0.7527646454336119,68.0,0.36861302499999976,75779.83729421765,13685.0,7779.0,7779.0,2023-05-02T21:27:51.010537
0x1cb1a5e65610aeff2551a50f76a87a7d3fb649c6,Cryptoadz,7.317347750000001,32.86244765,-0.10858898072580993,37.0,0.8881742608108109,219.10503264999977,-0.6402651254127478,253.0,0.8660277970355722,75260.14534221873,24686.0,7012.0,7012.0,2023-05-02T21:28:32.156803
0x3bf2922f4520a8ba0c2efc3d2a1539678dad5e9d,0N1 Force,3.8620099,44.506954799999995,-0.5126293441088706,66.0,0.6743477999999999,589.740920065921,-0.9060592389942022,770.0,0.7658972987869105,75078.49575660842,42270.0,7775.0,7775.0,2023-05-02T21:28:35.751875
0x6d7c44773c52d396f43c2d511b81aa168e9a7a42,,1.65,18.22699999999999,-0.341747186499198,50.0,0.3645399999999998,463.18523899999934,1.1682449702439597,261.0,1.7746560881226028,70025.66152949032,19335.0,39477.0,39477.0,2023-05-02T21:29:35.087331
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,SuperRare,1.65,18.22699999999999,-0.341747186499198,50.0,0.3645399999999998,463.18523899999934,1.1682449702439597,261.0,1.7746560881226028,70025.66152949032,19335.0,39477.0,39477.0,2023-05-02T21:29:37.944979
0x41a322b28d0ff354040e2cbc676f0320d8c8850d,SupeRare,1.65,18.22699999999999,-0.341747186499198,50.0,0.3645399999999998,463.18523899999934,1.1682449702439597,261.0,1.7746560881226028,70025.66152949032,19335.0,39477.0,39477.0,2023-05-02T21:29:36.764511
0xa3aee8bce55beea1951ef834b99f3ac60d1abeeb,VeeFriends,13.38,93.80039000000001,-0.12206831234807643,32.0,2.9312621875000002,505.87644790001,-0.7375567535170952,144.0,3.513030888194514,64991.633571867125,6302.0,10255.0,10255.0,2023-05-02T21:29:40.698278
0x79fcdef22feed20eddacbb2587640e45491b757f,mfer,27.63306999999999,197.7609794919999,-0.25091300431606434,223.0,0.8868205358385646,2159.3619069623824,-0.47070413277781975,2269.0,0.9516799942540248,64354.45577634194,43007.0,10020.0,10020.0,2023-05-02T21:29:42.353964
0xbce3781ae7ca1a5e050bd9c4c77369867ebc307e,goblintown,7.995680899999999,75.5220651899999,-0.712469684065987,197.0,0.38336073700507567,1007.4362753863003,-0.6438548447619752,2214.0,0.45502993468215913,61768.47357610782,46491.0,9982.0,9982.0,2023-04-17T22:37:27.645993
0x22c36bfdcef207f9c0cc941936eff94d4246d14a,,0.0,12.27,-0.7235241099594412,1.0,12.27,169.3300002,4.6293218151595745,12.0,14.11083335,58397.35043084756,3960.0,3.0,3.0,2023-05-02T21:29:47.643443
0x959e104e1a4db6317fa58f8295f586e1a978c297,Estate,1.56,32.228909130000005,0.22984245292544087,30.0,1.074296971,172.666762356333,-0.32408642997527537,147.0,1.1746038255532858,57407.9638954875,15874.0,98033.0,98033.0,2023-05-02T21:28:01.958998
0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d,Decentraland LAND,1.56,32.228909130000005,0.22984245292544087,30.0,1.074296971,172.666762356333,-0.32408642997527537,147.0,1.1746038255532858,57407.9638954875,15874.0,98033.0,98033.0,2023-05-02T21:27:56.674782
0x4db1f25d3d98600140dfc18deb7515be5bd293af,HAPE PRIME,2.377,33.49237700000001,1.1290954605553782,84.0,0.398718773809524,86.94129256000004,-0.22387811132519578,296.0,0.2937205829729731,57228.74188579776,14739.0,8192.0,8192.0,2023-05-02T21:29:46.265234
0xbd4455da5929d5639ee098abfaa3241e9ae111af,NFT Worlds,20.89029,176.976483,-0.5118663151089412,82.0,2.158249792682927,1268.6483681795996,0.6365829734645753,649.0,1.954774064991679,57159.572555795174,25168.0,9999.0,9999.0,2023-05-02T21:29:47.941449
0x86825dfca7a6224cfbd2da48e85df2fc3aa7c4b1,,1.1406999999999998,6.6677,1.8111218854083222,20.0,0.333385,15.216089999999996,-0.4171312970257363,47.0,0.3237465957446808,57073.850024869105,10426.0,1.0,1.0,2023-05-02T21:29:52.090659
0x34eebee6942d8def3c125458d1a86e0a897fd6f9,Checks,45.548801820000016,211.22598877869416,-0.3182310465850892,538.0,0.39261336204218245,1659.2724385159522,-0.7927539522441169,2930.0,0.5663045865242158,53532.08319928213,67684.0,6317.0,6317.0,2023-05-02T21:29:53.213439
0x59468516a8259058bad1ca5f8f4bff190d30e066,Invisible Friends,22.233389500000172,189.38007443000026,-0.17674788445607884,150.0,1.262533829533335,940.7362404880012,-0.3734978351176695,617.0,1.5246940688622386,53358.97825092327,10343.0,5000.0,5000.0,2023-05-02T21:29:53.509244
0x6339e5e072086621540d0362c4e3cea0d643e114,Opepen Edition,66.44976186613492,604.874765021536,-0.473877296516569,2193.0,0.2758206862843301,4765.73943338426,-0.6244641912095636,12727.0,0.37445897960118335,53163.648539260554,135276.0,16000.0,16000.0,2023-05-02T21:29:54.134575
