token_id,file_url,creator_address,last_sale_price,score,rank,metadata_Earring,metadata_Background,metadata_Fur,metadata_Clothes,metadata_Mouth,metadata_Eyes,metadata_Hat
1221,ipfs://QmR7Y5cpRd6xbGqE8tjj2eSqYDFGjkzic1SEcqFwytBVsA,0x7165a04c41c9e5e67d4850eab1dc6ede84d117f0,"{'asset_type': 'ETH', 'contract_address': None, 'price': 118.0, 'price_usd': 334446.376548068}",1.1965570174284732,713,Silver Stud,Purple,Zombie,Sleeveless T,Bored Unshaven Cigarette,Sunglasses,Fez
1222,ipfs://QmP8SRQPE8fcWgcG2cCTKrcQQ3FQQVbiVtqw6KtHx4Tfsi,0x7165a04c41c9e5e67d4850eab1dc6ede84d117f0,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.33, 'price_usd': 972.0380641162135}",1.0677513086665082,2671,,,,,,,
1223,ipfs://Qme3A32N2uSEQRHaSYShsbjw9RJrPRuB5nVf9iwWWZtWVj,0x7165a04c41c9e5e67d4850eab1dc6ede84d117f0,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.69, 'price_usd': 2180.4901416320617}",0.9236100060342614,7158,,Orange,Dark Brown,Service,Dumbfounded,Robot,
1224,ipfs://QmXxCUMi3rrSvpFw5YeiFnM8jHVq8ZaGKiBenyMQwpyG2D,0x7165a04c41c9e5e67d4850eab1dc6ede84d117f0,"{'asset_type': 'ETH', 'contract_address': None, 'price': 55.99, 'price_usd': 245393.09631293366}",1.109971559836468,1812,Gold Hoop,Aquamarine,Brown,Hawaiian,Grin,Coins,Halo
1225,ipfs://QmZgWJUHgQtYsfgD3gHcT9vCMSqe1CzJwjWEXiRCHqcFDJ,0xdc0b3127a71367227311f02fe4dda2a6ccdbae78,,1.146535624459479,1254,,Orange,Zombie,Hawaiian,Grin Multicolored,Blindfold,Sushi Chef Headband
1226,ipfs://QmWCUhgvmheUUHBkreDu9EnyJA6Yk7HNZCL1GZpkTXxjnF,0x3e17258a44f938db9803c18c3c762653f5a23e54,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.5, 'price_usd': 1454.5034201478588}",0.9010817373060878,7911,,Army Green,Dmt,Prison Jumpsuit,Bored,Bored,Army Hat
1227,ipfs://QmdAv6TfWLWXZHHYHuwrRu5qxDWt4EqGmADtPdtjGWb7qY,0x0584ca5e6c86f8040ed149cbcc2dabcc03084554,"{'asset_type': 'ETH', 'contract_address': None, 'price': 103.01, 'price_usd': 182468.7860134294}",1.1475893915165498,1242,Gold Hoop,Purple,Brown,Sailor Shirt,Bored Unshaven,Holographic,Vietnam Era Helmet
1228,ipfs://Qme4VwZb337MoBkgVt8q252DTn26ziGwSoXUdaxYnYoHDj,0x5c48b927f2488e5b0b15bbac6721b1e6dc007d68,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 71.0, 'price_usd': 115955.8606297625}",0.9841755645663895,5052,,Aquamarine,Cheetah,Puffy Vest,Phoneme Oh,Bored,Commie Hat
1229,ipfs://QmVLo3GTtHujVEPoRJVdPterihopu2W6UWBnh6nYkRjW5j,0xab4787b17bfb2004c4b074ea64871dfa238bd50c,,1.2395051047310914,371,Cross,Orange,Noise,Tweed Suit,Bored Unshaven,Sad,Beanie
123,ipfs://QmVP1tqb9jf6XCkZZXkqGfTAtS8KwXHKHvkePh62zyL65n,0x643ce52422b668f0e226dd21b4bb8d3a1fabca51,"{'asset_type': 'ETH', 'contract_address': None, 'price': 5.5, 'price_usd': 12188.548911045604}",1.1194660461631665,1647,,New Punk Blue,White,Black Holes T,Bored Cigar,Coins,Spinner Hat
1230,ipfs://QmNecsKYY2PerLLMmwEnrcyLcsSwddo5xrasEsWhDYVxCf,0x1f6411a05076cb13830ae9cb8531598c33bdb215,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.88, 'price_usd': 2567.286514099116}",1.1780803953012409,893,Silver Stud,Gray,White,Guayabera,Bored Unshaven Party horn,Blindfold,
1231,ipfs://Qmc7E6YBy8uf291i3RVqZvqALH2iGPypPZrER8gH2bakaZ,0x095a7d9f3c901ce02cde5dbacc0751f7974033e3,"{'asset_type': 'ETH', 'contract_address': None, 'price': 115.0, 'price_usd': 152807.27127873726}",0.8384554305356683,9320,,Orange,Black,,Bored,Scumbag,Halo
1232,ipfs://Qmb8SsBAwEWCf6dTaT7br5bNXwPQYxcvSuCd6gecYArqCA,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.55, 'price_usd': 1932.0832180318337}",1.0010818394240582,4472,,Gray,Dmt,Prom Dress,Bored,Sleepy,S&m Hat
1233,ipfs://Qmc7ijFEq5Cs2xw8e6EwcWe5B4VTd8Li381tQjn5HhUwa9,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 60.0, 'price_usd': 87750.83931518225}",0.828719397619842,9465,,Aquamarine,Cheetah,Sleeveless T,Bored,Bored,Beanie
1234,ipfs://QmZ2ddtVUV1brVGjpq6vgrG6jEgEK3CqH19VURKzdwCSRf,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.561, 'price_usd': 2110.777529054247}",1.0521476477292575,3020,,,,,,,
1235,ipfs://QmW7itYSSTdQjvofvqVubC8tw1ajdNJDUfdkCCE1xTbZ2r,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 14.5, 'price_usd': 38735.775486555314}",1.1488284816332013,1224,,,,,,,
1236,ipfs://QmUoET22SxUKhUFqiqrEmSspQeb6zvjKhTpSEpbZSoGKL8,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 74.0, 'price_usd': 116464.08346851873}",0.9250205702781572,7122,,Purple,Black,Guayabera,Discomfort,Wide Eyed,
1237,ipfs://QmWygo5tZrn5AYrv6YLcEixXW1hdn1vweSSZdkhNr1aefB,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 30.5, 'price_usd': 126247.26980719388}",0.8565787447091947,8987,,Yellow,Black,,Bored Unshaven,X Eyes,Short Mohawk
1238,ipfs://QmZfprqdkmYwmkUY7hhF6ebHG8wiwKmCoTa9GY4bCBmKuh,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 42.0, 'price_usd': 197898.41027696934}",1.3007822679923648,129,Gold Stud,Army Green,White,Work Vest,Discomfort,X Eyes,Commie Hat
1239,ipfs://QmPtj2x5WevCnKQUcsRVFXrbJK1Lqj9q66246jLJr4ANjd,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.4, 'price_usd': 1169.2875593442732}",0.8594202582935191,8944,,New Punk Blue,Black,Bone Tee,Bored,Sunglasses,Beanie
124,ipfs://QmXtgSw5K1ZAk68dbeoFAPfKSUVL7zRtRaJ5ZTo7VBQiFP,0xabf9984f06799c7d9378628e31136b321d159318,"{'asset_type': 'ETH', 'contract_address': None, 'price': 2.59, 'price_usd': 6043.289801128919}",1.0036628986490228,4390,,Gray,White,Hawaiian,Bored Cigarette,Eyepatch,Short Mohawk
1240,ipfs://QmbbLA8fm52d9qwkiSPgKHDQCJZ7yE8DA1AEVaFqkyQV8F,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 2.4, 'price_usd': 6214.912545802224}",1.253500279254944,298,Gold Stud,Yellow,Black,Lumberjack Shirt,Bored Pipe,Sunglasses,Bayc Hat Black
1241,ipfs://QmcDeVYgKVLk4Mqej1iCG6Ld7WSSow7vVnXgkn2EG9w9kb,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.62, 'price_usd': 1408.2944576463244}",0.9417245889757344,6556,,New Punk Blue,Brown,Tuxedo Tee,Bored Unshaven Cigarette,Bored,Ww2 Pilot Helm
1242,ipfs://QmUtT8xN1F6SzwA1ew5sPzfhf92JEpJd34KHzwVNJMTaYt,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 3.0, 'price_usd': 8812.309303564392}",1.0413793491279373,3289,Silver Hoop,Aquamarine,Trippy,Navy Striped Tee,Bored Unshaven,Eyepatch,
1243,ipfs://QmPZR6vqZgK7nBd7WoDg5TrpaSKEiEFH4RXvDRoJgnRFuh,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 74.0, 'price_usd': 86266.00724002563}",1.2291667677030915,438,Silver Hoop,Orange,Tan,Kings Robe,Phoneme Oh,Sleepy,Army Hat
1244,ipfs://QmeuDz2GdKGEanWWwFGskDyL6tDwpTXaXDDeJ2gfMdUs4X,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.3, 'price_usd': 882.7808356372805}",1.1323024692849937,1468,Silver Stud,Blue,Brown,Lumberjack Shirt,Bored Cigarette,Eyepatch,Bayc Flipped Brim
1245,ipfs://QmRMssMj2BtyosCLLt6XnfjvMmrNyZBKcgZkZyahrPGw3w,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 110.0, 'price_usd': 278530.0871594264}",0.8456944268022333,9188,,Blue,Black,Guayabera,Bored Unshaven,Bored,Vietnam Era Helmet
1246,ipfs://QmVZKDp8oKLLNMvzPYk23rbLAky9oaKNiq2qbeBBCvzFDi,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.9, 'price_usd': 5509.643952026538}",1.1155787693963612,1709,,Gray,Brown,Smoking Jacket,Bored Dagger,Wide Eyed,Bayc Hat Red
1247,ipfs://QmQhgfz3dJfSw2GdmF6fFDndPZrX4Emp8JVNLDXVYtkLjX,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 71.0, 'price_usd': 110090.55346989044}",0.9454225187266244,6405,Gold Stud,Blue,Cream,Vietnam Jacket,Grin,Bored,
1248,ipfs://QmaXkgADYArdtcHvRXHJRcGeVnJPGSG7WwgHe31mknacMu,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 46.0, 'price_usd': 132125.45471913175}",0.8989424089574118,7964,Silver Stud,New Punk Blue,Brown,Wool Turtleneck,Bored,Zombie,
1249,ipfs://QmVJMhsLY2Xto3eCRDTuSdXpR9vujXpJPrpuZfbfDj6spd,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 115.0, 'price_usd': 348075.31105221104}",0.9708756449165672,5545,,,,,,,
125,ipfs://QmSoijdmq1muhfY9THuzwcPtEu33jjVZGgw2FXAfgbGLNG,0xabf9984f06799c7d9378628e31136b321d159318,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.0, 'price_usd': 3446.282991433171}",0.889985802303279,8224,,Orange,Golden Brown,,Bored Cigarette,Coins,Army Hat
1250,ipfs://QmNeHvKXkGL8vNwV9Hf73mdTM3WCfS2vXj8k9dhuX1ugwM,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.3, 'price_usd': 3806.6016639921777}",1.1256916286131422,1560,,Aquamarine,Cheetah,Lab Coat,Dumbfounded,Cyborg,Bayc Flipped Brim
1251,ipfs://QmctpnSwp2WCyRkReY27LgbhCfrbBQw86eTMBj5QDh2sZ9,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,"{'asset_type': 'ETH', 'contract_address': None, 'price': 66.0, 'price_usd': 267314.9064234622}",1.0484754186856509,3104,,Yellow,Dmt,Tuxedo Tee,Phoneme L,Sleepy,Cowboy Hat
1252,ipfs://QmcpyV2k5aBPfGusAaSFKqqr4u59t7PgwwXhaVeYt97GdD,0x10a2c688923f32b5f8ce70f7570080c724a59400,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.955, 'price_usd': 5115.524983027485}",1.0985784275285035,2014,Gold Hoop,Purple,Brown,Admirals Coat,Bored Unshaven,Bored,Irish Boho
1253,ipfs://QmQVKZMKFwVP7enJSXTdGFY5XkXpEDoxfHyD3AFnR5Rp8s,0x50d4980e76dbc03af979ee813cd6bc60698a9e57,"{'asset_type': 'ETH', 'contract_address': None, 'price': 126.5, 'price_usd': 171089.9938915319}",1.0005469117742094,4491,,Orange,Dark Brown,Hawaiian,Bored Unshaven Bubblegum,Zombie,
1254,ipfs://QmcNw9d24LWPWKFT4VfzP7vGXADPJ3ztYUDNWkENkx8RS1,0xd61c66607c0ba44172bd5c5f5b7c0fd79d64c6c8,"{'asset_type': 'ETH', 'contract_address': None, 'price': 14.8, 'price_usd': 41708.726076994986}",0.8362235934353751,9344,,Purple,Tan,,Bored,Blindfold,Beanie
1255,ipfs://QmSQGKj6o6FjpskEvZipSe6Gprf9UJvrWVxUcd8gtgVjWp,0x405020c797a64f155c9966c88e5c677b2dbca5ab,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.45, 'price_usd': 1582.487235014929}",1.1851239797679238,815,Silver Hoop,Blue,Pink,Leather Jacket,Phoneme Wah,Bored,Safari
1256,ipfs://Qme1KJhnaZq6AnDfNMEdMEZvsJJ9snJMP9bwewsxwmKSmj,0x00b6a1928719ab1fc75eb062d87a5a1f28ba8551,"{'asset_type': 'ETH', 'contract_address': None, 'price': 108.0, 'price_usd': 190500.54441366906}",1.0188761979056686,3912,,,,,,,
1257,ipfs://QmZuLo2cAWXTM5HR7E5YNAm34FCPLw7T3DLTkx1cVbqJZP,0x188c30e9a6527f5f0c3f7fe59b72ac7253c62f28,"{'asset_type': 'ETH', 'contract_address': None, 'price': 98.5, 'price_usd': 202804.3247911411}",0.8660146971712618,8799,,New Punk Blue,Dark Brown,Toga,Bored Cigarette,Sad,
1258,ipfs://QmZhHrs1fLhBETtT9ZT5cR5gjtQBTD7j7FPky8AhrEo8YA,0x188c30e9a6527f5f0c3f7fe59b72ac7253c62f28,,0.9412731963172586,6573,,Army Green,Dark Brown,Lab Coat,Bored Kazoo,Bored,
1259,ipfs://QmcEunLdVVsgmDmansEz6gg2gMhTJzzzELwYrTpsh3RXT3,0x02d5115dba6b9309e0e889df7e7dc875dc5b451c,,0.8982949870778988,7983,,Army Green,Red,Stunt Jacket,Bored,Sad,Beanie
126,ipfs://QmWkArJ4xa2a2U9rLtzNHvZauxR3PaQRMqDY3Q8MNpHuuc,0xabf9984f06799c7d9378628e31136b321d159318,"{'asset_type': 'ETH', 'contract_address': None, 'price': 122.88, 'price_usd': 351241.8687205219}",1.1769063783606817,906,Silver Hoop,Army Green,Zombie,Navy Striped Tee,Grin,Coins,Safari
1260,ipfs://QmRxwhJQAZngAk6GEbWQnErFkuwhCSvj1C5YHyLMsMStds,0x75b772f2bb4f47fbb31b14d6e034b81cb0a03730,"{'asset_type': 'ETH', 'contract_address': None, 'price': 14.99, 'price_usd': 48971.902211178785}",1.0369208428387684,3402,Silver Hoop,New Punk Blue,Black,Sailor Shirt,Bored,Crazy,Army Hat
1261,ipfs://QmXk8tRoYGjZR4UN3a7MsDJugCC8Sq4g5mNJVcKJKjetjx,0xa3f070baef828f712f38c360221b5250284891d7,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.775, 'price_usd': 2101.3778876175697}",0.96209068416534,5818,,,,,,,
1262,ipfs://QmdGCp5geEyL1hMCTmubnz4fSmxU3NqjfsGoMUUUXvUkgz,0x7d194819c9d7f6314df54a5b891bf9f7b4ae41ab,,1.1473448328869795,1246,,New Punk Blue,Death Bot,Prison Jumpsuit,Bored Unshaven Party horn,Bloodshot,Short Mohawk
1263,ipfs://QmWKQxZ8k5Jjmd1fCoKCyot2ub4kkoZLJvGw38YjfQsscw,0x7d194819c9d7f6314df54a5b891bf9f7b4ae41ab,,1.0812912058224278,2383,,Aquamarine,Cream,Toga,Phoneme L,Angry,Prussian Helmet
1264,ipfs://QmbME4fgo8QmUArepKrGQe6deUVkWakwFKZceY64R8sQTH,0x291121da7faeedd25cefc0e289b359de52b8050c,"{'asset_type': 'ETH', 'contract_address': None, 'price': 16.089438192588037, 'price_usd': 42055.37986949375}",0.91204412159709,7551,,Blue,Red,Smoking Jacket,Bored,Sleepy,Bowler
1265,ipfs://QmcsPEPx4FrcE9xhacmUFCYE4mt5bAT9M1JKcZv52giHHd,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 51.9, 'price_usd': 227467.43523202816}",0.8204471851199158,9577,,New Punk Blue,Black,Puffy Vest,Bored,Crazy,
1266,ipfs://QmStpNHAf86AS6xzhUpoLzdCWu6NCaujSvhaTsxkU2b9Zy,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 71.95, 'price_usd': 117662.13850387864}",0.8126653529834076,9659,,Purple,Brown,,Bored,Bloodshot,Prussian Helmet
1267,ipfs://QmVSEhnjg2ddZj1RR8zY4yXKvV3w2hLADPqRCFLpfwVzc9,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.4999, 'price_usd': 3755.9107345694097}",0.9867433995267612,4955,,,,,,,
1268,ipfs://Qmbn5xPn9pUUByyLZfBuxdFXvp9H4yt6uSfEWegDsYVt2f,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 69.0, 'price_usd': 88489.09232323316}",0.9666380606603956,5670,,,,,,,
1269,ipfs://QmW66TZn92o3xebhvQYjs8Zr74p9aykMxxpb1FRWc2r64B,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 13.13, 'price_usd': 32911.46950881468}",0.980623975527162,5190,,Blue,Pink,Navy Striped Tee,Small Grin,Closed,Fez
127,ipfs://QmQXSaqtozrQ1QQgm6Qmqt5Hjr4tQgnhuPpV7EmenAcLkm,0xabf9984f06799c7d9378628e31136b321d159318,"{'asset_type': 'ETH', 'contract_address': None, 'price': 68.0, 'price_usd': 80686.59079962297}",0.9201836507245548,7267,,Orange,Cream,,Grin,Crazy,S&m Hat
1270,ipfs://QmVYQBwboYbeWCLiy1oHMEJHBk4hWPn5gT4zteSTQ1uxrK,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 52.0, 'price_usd': 225316.25299625113}",1.0309563938776385,3561,Silver Hoop,Yellow,Brown,Bayc T Black,Bored Cigarette,Bloodshot,Beanie
1271,ipfs://QmYLgsvSgZW1iExzzyyWAu8Kp4CXjWRJJkGo6kmSp9ofaX,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 79.5918, 'price_usd': 99458.89246013513}",1.1955412626147777,725,,,,,,,
1272,ipfs://QmREwPqZpXDhDPAgXFwPu8LwUxUF9rXv9DaeTLTtpz2nB1,0x35f0686c63f50707ea3b5bace186938e4e19f03a,,0.9572849787309172,5988,,Gray,Black,Navy Striped Tee,Bored Bubblegum,Heart,
1273,ipfs://QmWBtYMydD57pfNQSPuYw6uakJXRUCp6o2AXBwNjspUK5e,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 93.25, 'price_usd': 157780.61080932023}",1.1195703948344014,1646,,Army Green,Golden Brown,Tuxedo Tee,Grin Multicolored,Hypnotized,Spinner Hat
1274,ipfs://Qmf7pHFNLm3bDzfTSJMz79FNzYMYi3Ckf5YHHBW1GEqCVi,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 52.9, 'price_usd': 221346.09484534548}",0.9515396136975148,6202,,,,,,,
1275,ipfs://QmTSPpFhhDVfdyaBxK8Gz7bWtCcaSVEsDx37NtR7Ctxomw,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 90.0, 'price_usd': 248496.60839433767}",0.9990468290893014,4533,Gold Hoop,Gray,Cream,Hawaiian,Bored Cigarette,3d,
1276,ipfs://QmNnATTrwNEg5XpciBykxmtJTb5BgQY4T85A7R5AFb4QvG,0x35f0686c63f50707ea3b5bace186938e4e19f03a,,1.2795596274814869,187,,,,,,,
1277,ipfs://QmXQEn7gYcbqj2WC2T6sUo594QRSQSsPKFRZvGTrzqqCL9,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 96.9, 'price_usd': 247558.25198017157}",1.2136935059812075,559,Gold Hoop,Orange,Robot,Tanktop,Phoneme L,Bored,Vietnam Era Helmet
1278,ipfs://QmUZefhYYbRePANRWcns6KBtVirdWeoQPs5eSRyjgZooqK,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.53, 'price_usd': 1227.566615933211}",0.8700249581268383,8720,,,,,,,
1279,ipfs://QmaL6aRrXDmW6GiYjLpA3BvRUr1wsJPKFtEazVxJ6JBTW9,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 109.0, 'price_usd': 302425.1545638583}",0.79507928974363,9811,,Yellow,Pink,Striped Tee,Bored,Bloodshot,
128,ipfs://QmS5CF3J7kBhHxM6SYfrxzjvMRd6DqnXhvbcsjhFWdXqYg,0xabf9984f06799c7d9378628e31136b321d159318,"{'asset_type': 'ETH', 'contract_address': None, 'price': 129.99, 'price_usd': 210937.92052582733}",1.0625499202840618,2790,,,,,,,
1280,ipfs://QmSZtvxSDvH8SDodaGWEUwNdy4hetsKMauzPF94tADCeQB,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 82.0, 'price_usd': 134008.21056191172}",1.0610004219974956,2832,Silver Hoop,Purple,Brown,Leather Jacket,Bored,3d,Safari
1281,ipfs://QmdogvwtHyzjbNkCPwZAXzHPoCKGnRhxThfMp1mZ2VMkYs,0x35f0686c63f50707ea3b5bace186938e4e19f03a,,0.7954157807833487,9808,,Gray,Brown,,Bored,Sleepy,
1282,ipfs://QmX5YfYVH7Mch4qFHJxnqSGmvALK2P6wkrFrhVLtWWhP8U,0x35f0686c63f50707ea3b5bace186938e4e19f03a,,0.997577077645796,4587,,Blue,Cream,Hawaiian,Bored Pipe,Robot,
1283,ipfs://QmPdnk2qPktCd9v8RRbDs6qAKeWpQ4L5FciAEvMzQ2YijV,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 142.7, 'price_usd': 419290.02572795097}",1.1296825657681322,1504,,Yellow,Dmt,Leather Jacket,Tongue Out,Coins,Stuntman Helmet
1284,ipfs://QmZMqQfPoYC5ogx4hAFmFAFy2pzoPqvVaEV1YffkChmpYp,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 34.25, 'price_usd': 140816.41529510947}",0.9991557385019464,4529,,Blue,Cream,Lumberjack Shirt,Phoneme  ooo,Closed,Cowboy Hat
1285,ipfs://Qmc8hNJGLfaa83kjDdgbmMUzQHQmeHfCjF6fzGUN6dALM3,0x9909017a0f637380af916257d05c3e7dd2f6c68a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 34.0, 'price_usd': 113618.87919977163}",0.840255724173378,9292,,,,,,,
1286,ipfs://QmbX1HT1pWY96GFpZmyNrNAauRte2nKJfTS2Zr4fU4UFSu,0xca575471eee3a86f9d82d61ef3dd537501cf3bb1,"{'asset_type': 'ETH', 'contract_address': None, 'price': 79.9895, 'price_usd': 95629.02969266445}",1.2268513754264423,458,Gold Stud,Blue,Black,Vietnam Jacket,Small Grin,Sunglasses,Safari
1287,ipfs://QmPGf5b2H5MYWSXz5doQcCcC3drCbsF6Aozbn3KnCKbKha,0xca575471eee3a86f9d82d61ef3dd537501cf3bb1,"{'asset_type': 'ETH', 'contract_address': None, 'price': 4.499, 'price_usd': 8719.017800097135}",1.0259404722641785,3723,,Purple,Pink,Blue Dress,Small Grin,Robot,
1288,ipfs://QmdRDTeiNoUhrL7dtGmgtrCR1UYPHt9TLA8pw7cpz4TaUE,0xa2140e9c5ea863da58521737e566d27087e198c9,,1.2587629526522048,266,Gold Hoop,Army Green,Blue,Bayc T Red,Phoneme  ooo,Sleepy,Sushi Chef Headband
1289,ipfs://QmS3dApbqbBzQn1xTB8rfFQWZGiv2cdMiha123UJfV98Vn,0xbe2c09bf8817d83821ecdea8313f5ae23f7499f7,"{'asset_type': 'ETH', 'contract_address': None, 'price': 180.0, 'price_usd': 511417.2653621115}",1.039579567908161,3331,,,,,,,
129,ipfs://QmQNnPqAR4N7wU9Kh1KLBqnK86yzH7KLQw3RFcyh9MH3Nx,0xabf9984f06799c7d9378628e31136b321d159318,"{'asset_type': 'ETH', 'contract_address': None, 'price': 37.99, 'price_usd': 150906.30031222754}",0.9997640823742424,4513,,,,,,,
1290,ipfs://Qmb4pPnjnhdDNNe3pzManei3EmWF7bnR2iBbocfrAS92oc,0x762c8b9ffe6b8b34c8667717ec9ba07e53af1f7b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 70.0, 'price_usd': 119154.7545544202}",0.8593275110691642,8945,,Purple,Black,Smoking Jacket,Dumbfounded,Bloodshot,
1291,ipfs://QmNcv7VGEohxPTFvf3udCBJ2MFtAFzmKBSVBUV8x2cyeo9,0x405020c797a64f155c9966c88e5c677b2dbca5ab,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.3, 'price_usd': 878.5217625927878}",0.9147568226160852,7476,,Yellow,Red,Bone Necklace,Bored,Sleepy,Bowler
1292,ipfs://QmVDEhPdNJ9zGmMXc4NozKzWUm5ip13sNwdbvTqitrwKbq,0xe0da8ed5b7b775b5fdf285131646fe2f54ef0005,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 65.2, 'price_usd': 82656.2712898422}",1.1546444373733449,1146,Silver Hoop,Army Green,Black,Prison Jumpsuit,Phoneme Vuh,Sad,Safari
1293,ipfs://QmRVitPMavqasCvQavgU15JYGuX5K6q5c27c5KXzTd92E9,0xe0da8ed5b7b775b5fdf285131646fe2f54ef0005,"{'asset_type': 'ETH', 'contract_address': None, 'price': 169.0, 'price_usd': 487254.2320224284}",1.1569250719797353,1123,,,,,,,
1294,ipfs://QmbBJWeUhbNYqdSK1dMUMTygwEGCwNJtmuQr29HP1hN9fg,0xe0da8ed5b7b775b5fdf285131646fe2f54ef0005,"{'asset_type': 'ETH', 'contract_address': None, 'price': 119.0, 'price_usd': 284213.7973068443}",0.8822522960306521,8425,,Purple,Red,,Bored,Sunglasses,S&m Hat
