token_id,file_url,creator_address,last_sale_price,score,rank,metadata_Earring,metadata_Background,metadata_Fur,metadata_Clothes,metadata_Mouth,metadata_Eyes,metadata_Hat
0,ipfs://QmRRPWG96cmgTn2qSzjwr2qvfNEuhunv6FNeMFGa9bx6mQ,0xaba7161a7fb69c88e16ed9f455ce62b791ee4d03,,1.0864997300618404,2273,Silver Hoop,Orange,Robot,Striped Tee,Discomfort,X Eyes,
1,ipfs://QmPbxeGcXhYQQNgsC6a36dDyYUcHgMLnGKnF8pVFmGsvqi,0xaba7161a7fb69c88e16ed9f455ce62b791ee4d03,,1.0680869106061617,2666,,Orange,Robot,Vietnam Jacket,Grin,Blue Beams,
10,ipfs://QmPQdVU1riwzijhCs1Lk6CHmDo4LpmwPPLuDauY3i8gSzL,0xaba7161a7fb69c88e16ed9f455ce62b791ee4d03,"{'asset_type': 'ETH', 'contract_address': None, 'price': 80.0, 'price_usd': 369240.46386894054}",1.0134079265164309,4074,,Aquamarine,Dmt,Navy Striped Tee,Bored,Eyepatch,Bayc Hat Red
100,ipfs://QmTXuAUW4nLqRZ8NCbEaH8tPSYVhqq3hPTYbnqx8p97Yi7,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 120.0, 'price_usd': 351944.71340875066}",0.9062125327933636,7740,,Yellow,Dark Brown,,Bored Cigarette,Wide Eyed,Party Hat 2
1000,ipfs://QmS8s3b1g6gUM83QRTkPD7LFYmVPxhpNgbtvbhvTAk5uJk,0xef8e27bad0f2eee4e691e5b1eaab3c019e369557,,1.0735873032644094,2525,,Aquamarine,Brown,Toga,Phoneme  ooo,Hypnotized,Prussian Helmet
1001,ipfs://QmZpfxHaiASnGQk3E6Dxikr1k1mekapPDo8d5zWP6n4pd7,0xd5a771da32a392036a98f7da6b11d46d6d1c61f9,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 93.0, 'price_usd': 109281.50228300379}",0.823710641108255,9540,,Orange,Brown,,Bored Unshaven,Robot,Fez
1002,ipfs://QmUEC5g5nJ5mhibVkpXJJLTBooGSBccrNWfSiaGUtTkP2q,0x69bab6810fa99475854bca0a3dd72ae6a0728ece,"{'asset_type': 'ETH', 'contract_address': None, 'price': 38.5, 'price_usd': 152199.06383826703}",0.8637391805501559,8867,,Orange,Dark Brown,Prison Jumpsuit,Bored Cigarette,Coins,
1003,ipfs://QmTycpPMx84hHYgn2hVaDWcZDts4A43KemT9n2dscPrMZ6,0x8756da913378b865cc6e5bbd8d403995a0b37567,"{'asset_type': 'ETH', 'contract_address': None, 'price': 80.0, 'price_usd': 304504.5626202156}",1.025079159779051,3747,,Gray,Cheetah,Tweed Suit,Small Grin,Eyepatch,
1004,ipfs://QmRjHJG2bhvhmCD3bH9gDUqiuDdXuwCVmBhgMfGFBVh6Ns,0xd23b06012790e2d8e01a7607127588b609c27f0c,"{'asset_type': 'ETH', 'contract_address': None, 'price': 90.0, 'price_usd': 176565.68019241837}",1.127309833837743,1537,Silver Stud,Purple,Black,Sailor Shirt,Small Grin,Wide Eyed,Halo
1005,ipfs://QmamnQUBpTW9fRbh1L3r23XQU9rXbaSiGaKVui4CahJbox,0xef651aeb3f20ee4e2bcd22e111d202cde25184bb,"{'asset_type': 'ETH', 'contract_address': None, 'price': 149.69, 'price_usd': 402524.12107936415}",0.889331725841616,8239,,Aquamarine,Cream,,Bored,X Eyes,
1006,ipfs://QmQVSwiRtmAwMjbGNVo6JRaDEUdvahj92rkXFkCxx8WPTj,0x15f7320adb990020956d29edb6ba17f3d468001e,"{'asset_type': 'ETH', 'contract_address': None, 'price': 55.0, 'price_usd': 233236.9668212829}",0.9473562173930782,6343,,Orange,White,Smoking Jacket,Bored Unshaven,Coins,Cowboy Hat
1007,ipfs://QmXWuAGPXRy8u49WsaJi4SEicBGB2McwTqaqC5vdf6Zc7R,0x063a48f3b73957b6d0640352525eae313d4426c3,"{'asset_type': 'ETH', 'contract_address': None, 'price': 49.9, 'price_usd': 93536.04759953918}",0.9291629688278942,6978,,,,,,,
1008,ipfs://QmRdbkubr8YbTgpvbonDiQkeMKGkofENytuN9MmFcAG6EN,0x3df03ae2b4e5a2b82192031e13bca98a7e3fcc18,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.5, 'price_usd': 1417.0649921262827}",1.0267072780786992,3698,,Yellow,Gray,Biker Vest,Grin Diamond Grill,Bored,Army Hat
1009,ipfs://QmXncAHLxDV7SgrU6966C75vh5LX1VW1f8errsUr6vyjBo,0x40b9a664c604ee1709c8be2ecccfb02aaea3b4ee,"{'asset_type': 'ETH', 'contract_address': None, 'price': 38.7, 'price_usd': 149836.68148276757}",1.0118336312529113,4132,,New Punk Blue,Black,Smoking Jacket,Phoneme Oh,Robot,Commie Hat
101,ipfs://QmNdvtT9EmrUc6haJyN7ZanHNrsjd23v1ydG6r8jTGEZvq,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 89.0, 'price_usd': 158325.66578151626}",0.9161231802200018,7420,,,,,,,
1010,ipfs://Qmcr2hhYLsVMsX4w1Kxte2gKw5wptz9eZfsNJeaDCTs7AN,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,,0.9206381642822038,7255,,Army Green,Black,Puffy Vest,Bored Unshaven,Crazy,Irish Boho
1011,ipfs://QmezTsjRwoi5XoqYLCH6sz4RSjXDUMXWGGFrVDxZh19p9j,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,"{'asset_type': 'ETH', 'contract_address': None, 'price': 102.45, 'price_usd': 263811.66924110265}",0.8332052676411529,9393,,Yellow,Death Bot,Sailor Shirt,Bored,Bored,
1012,ipfs://QmYzDSMXEyrvLjjP4T5fT7svgPnUfWuibiJFfVGDSQXk8y,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,"{'asset_type': 'ETH', 'contract_address': None, 'price': 89.0, 'price_usd': 216353.74891698957}",1.0235491640670584,3782,,Yellow,Pink,Lumberjack Shirt,Bored Unshaven Cigarette,Bloodshot,Police Motorcycle Helmet
1013,ipfs://QmWiozg1axUSpVowzdTvb5vq7pZyERvAFcTeT8qTojq6qe,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,"{'asset_type': 'ETH', 'contract_address': None, 'price': 129.0, 'price_usd': 399863.9898613095}",0.8334353721299451,9382,,Army Green,Gray,Tuxedo Tee,Bored,Sleepy,
1014,ipfs://QmTqcu61KSD4w3bPFJLgpxdL751VEvgGrraYDaoy4oqEH1,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,,0.9843803598762688,5042,Silver Hoop,New Punk Blue,Robot,,Bored Unshaven,Crazy,Army Hat
1015,ipfs://Qmf1HqYh2bKX8bcnnsQ1Zo2eYGJ6db12hubKeFvmNVgNm2,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,"{'asset_type': 'ETH', 'contract_address': None, 'price': 96.0, 'price_usd': 213021.10533796338}",1.0634224608458744,2771,,New Punk Blue,Black,Sleeveless T,Bored Bubblegum,Scumbag,Army Hat
1016,ipfs://QmXxsvKmFP6Mv3CofDiVA4geaNUL51crZczi7XomUdND37,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,,1.0579996613748746,2896,,Blue,Tan,Hawaiian,Phoneme L,Coins,Faux Hawk
1017,ipfs://Qmdt65sh7XCbHVa9nvonf9W3hdGhCv3owsZn6v4AQXudda,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,"{'asset_type': 'ETH', 'contract_address': None, 'price': 57.88, 'price_usd': 250027.72589649004}",0.8149029242873232,9625,,,,,,,
1018,ipfs://QmdYXMJ2KGAYkdtc5VJ7nmPNPtDCaUzpm2WN67U9F6b7Sv,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,,1.3103920220169083,107,Diamond Stud,Gray,Cream,Stunt Jacket,Phoneme  ooo,Zombie,Irish Boho
1019,ipfs://QmUKZL7hVctDLxUrRXcpaCW2nbgZuEAxRs7Lujnvv7hMjm,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,,1.1491805036381588,1218,,Army Green,Death Bot,Bayc T Black,Bored Party Horn,Wide Eyed,Bowler
102,ipfs://QmYoi2fG1Y3Nwt7PrDFNjZBpgbiE3aLaend3X66Ji7N7Eb,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 51.0, 'price_usd': 216410.99824691084}",0.8669344560864746,8778,,Aquamarine,Gray,Biker Vest,Bored,Bored,Irish Boho
1020,ipfs://QmaTw6zbxCsqMpBbfcPobj2khZgV2sQuy74ZRL8zXCiGLC,0x44340f7dc53bf90363e503350bbedf69e2d7870c,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.35, 'price_usd': 1430.883964159769}",0.8215154205911364,9565,,Yellow,Brown,Service,Bored,Wide Eyed,
1021,ipfs://Qme5CafQJRXXgeKR9oQuZxBnyaTHhGGET1jr9PjAKjn5pG,0x44340f7dc53bf90363e503350bbedf69e2d7870c,"{'asset_type': 'ETH', 'contract_address': None, 'price': 74.2105, 'price_usd': 98911.6424583942}",0.915670149962405,7440,,Gray,Black,Vietnam Jacket,Bored,Scumbag,Short Mohawk
1022,ipfs://QmQf5i4f87gJU1LMogMXA8wb8TpsBhKxzaYNJdPecWrYgf,0x3d773915783f9d4b14e57951d3a7769ad70dc7c2,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.72, 'price_usd': 1482.4566078591895}",0.8660881474973696,8796,,Orange,Brown,,Grin Gold Grill,Bored,Beanie
1023,ipfs://QmNya7fX7yHizdc3VZNwbuAuv6RqcBPCKPyJoowuK8YjN5,0x6dfc99cdefd0f2da327b0f31fd0046d8096e955b,,0.985814697484364,4993,,Orange,Cheetah,Smoking Jacket,Phoneme Oh,Coins,
1024,ipfs://QmPTNQ2M1qGgMYkNGP5zCrBHdpCPPEfhjbVtXBYTeGGVWv,0x69bab6810fa99475854bca0a3dd72ae6a0728ece,,1.3158868674138595,95,Diamond Stud,Army Green,Golden Brown,Bayc T Red,Rage,3d,Party Hat 1
1025,ipfs://QmVt3fuRZkCSzyHBr1qrAeBj6GgwxJByvFayKarxcReNnR,0x69bab6810fa99475854bca0a3dd72ae6a0728ece,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.1499, 'price_usd': 424.83608463945956}",0.8707844732863445,8696,Gold Stud,New Punk Blue,Brown,,Grin,Bloodshot,
1026,ipfs://QmZpvYDcpiUXfNMULMKf8VyZ2zcw1VbGTUxfx3hJynsmAk,0x4ea1577b6c155a588a6c18767e6faaef51091ac2,"{'asset_type': 'ETH', 'contract_address': None, 'price': 63.0, 'price_usd': 71295.0045623521}",0.8735565880012535,8632,,Orange,Golden Brown,Leather Punk Jacket,Bored Unshaven Cigarette,Bored,
1027,ipfs://QmQpXAXvK6EG39hrz54s8yUDqYSrYqRCfWAw9P8v63oU2y,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,"{'asset_type': 'ETH', 'contract_address': None, 'price': 80.0, 'price_usd': 209917.06688537807}",0.976391961959404,5337,Silver Stud,Gray,Red,,Bored Cigarette,Eyepatch,Beanie
1028,ipfs://QmWkxfNMDBtpDRuNhCojLnRR8kHa2SBieWAz2esBZZku7C,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,,1.1466664636147168,1251,Silver Hoop,Army Green,Brown,Hawaiian,Dumbfounded,Coins,Party Hat 1
1029,ipfs://Qmab7YnvUroty2gvzbjGNaaFN1ktQ5vcFmSZax9khGgPGn,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,"{'asset_type': 'ETH', 'contract_address': None, 'price': 150.0, 'price_usd': 445747.16095297725}",1.1793401196142312,880,Silver Hoop,Blue,Blue,Lab Coat,Rage,Bloodshot,Fez
103,ipfs://QmZnyd5V5UdCdyPEZX5fCJFi1Dhr4nQjwQXBE3KXBzQnv3,0x35f0686c63f50707ea3b5bace186938e4e19f03a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 34.9, 'price_usd': 115372.01749221211}",0.9703912428023748,5563,,Purple,Black,Leather Jacket,Phoneme L,Sleepy,Short Mohawk
1030,ipfs://QmRa11pqSEbcfFBz6rnRiDjaNJHzHCkUj9cdQNvTe811Hy,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,"{'asset_type': 'ETH', 'contract_address': None, 'price': 90.69, 'price_usd': 178359.94783011219}",0.972038901505798,5499,,,,,,,
1031,ipfs://QmWhitC1WL1PYyQxLgELnbYJXJ3axzFVqpE1EuKtKscmtD,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,,1.0101786701833266,4184,,Blue,Brown,,Bored Dagger,Zombie,Fez
1032,ipfs://QmRHtRjhtXsEG5L9KvgvVo345iAqGBkLJzC1Z6Pt5rpRhR,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,,0.9098208027876228,7616,,Purple,Black,Black T,Bored Unshaven Cigarette,X Eyes,
1033,ipfs://QmZBKoBCWsRxR8Ycmv86YM5WNuH1vjgT5MBD3LE1MWPYA5,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,"{'asset_type': 'ETH', 'contract_address': None, 'price': 79.9, 'price_usd': 136915.46410402158}",0.8939692280517144,8100,,Orange,White,Work Vest,Bored,Bored,Vietnam Era Helmet
1034,ipfs://QmRzgVrABcU9TMrEBQ3QpLoNuF8ggiANezcFKs1En5dPVo,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,,1.1768524015642856,907,,,,,,,
1035,ipfs://QmPKhosRHmobeDoM7XEEHTGCfAiCu4UKYZXXAd1b5UEzaq,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,,0.9844062343274732,5041,,,,,,,
1036,ipfs://QmcYc9K4qjK3cfxdzQHyD7B28bXb43KmBVqb3vc3rLNPSM,0xb9f5039273a63275d2f15e3c970bdbfcf47d0a5f,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 180.0, 'price_usd': 510851.3884406305}",0.9481735780267316,6312,,Aquamarine,Golden Brown,,Bored Bubblegum,Bloodshot,Halo
1037,ipfs://Qmf9H4XB6gRKuapGKkKeeTDfZPPGA8imystqGQvUmjk4ca,0xaf469c4a0914938e6149cf621c54fb4b1ec0c202,,1.0401531490989315,3321,Gold Hoop,Blue,Robot,Hawaiian,Bored,Bored,Beanie
1038,ipfs://QmcFS3J4pLfhQh3SWPKQkv7mGsE7oXYstfbqk8G75Gfj8c,0x5404cab11dbd30fd00069d473c621cd2c7b6ae66,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.64, 'price_usd': 4235.418369456917}",1.008352491158742,4223,,Purple,Golden Brown,Striped Tee,Phoneme  ooo,Blindfold,Halo
1039,ipfs://QmayTz8gmVdHoticyJ9129hyDyH7Xi3iGbA2s8wrKyoTrB,0x3df03ae2b4e5a2b82192031e13bca98a7e3fcc18,"{'asset_type': 'ETH', 'contract_address': None, 'price': 129.0, 'price_usd': 378662.8577581705}",1.0254226606430257,3736,,Yellow,Dark Brown,Smoking Jacket,Phoneme Vuh,Hypnotized,Bayc Flipped Brim
104,ipfs://QmWCRE6NZDfXcwwHJtduQ6Mf4jsdKjnNZgT37DpHgEzyeS,0x35f0686c63f50707ea3b5bace186938e4e19f03a,,1.1543970761998203,1152,,Aquamarine,Brown,Bayc T Black,Bored Pipe,Holographic,Laurel Wreath
1040,ipfs://QmR5rJxQ9V3mDUdA5h9Pu3LFcsN7YiQJGRKGdBfLYJDVNz,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 34.0, 'price_usd': 129964.99381682348}",1.0722804150085352,2556,Silver Stud,Army Green,Pink,Guayabera,Tongue Out,Eyepatch,
1041,ipfs://QmRSK7kUkWAbrgZ4XXFQi8UJc9sbpBwNwPzsFTUWK1oZP9,0x3734c5ff3db6378fd4fed019ec6ff347350a17c3,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.475, 'price_usd': 1330.5632874898392}",0.9729009641940788,5475,,Yellow,Brown,Bayc T Red,Grin,Sleepy,Faux Hawk
1042,ipfs://QmYts16WXGYnMW8hFFU6VWA2TWCXeyUzYzt4g7HXrbiwWm,0x39f8c1f090e6739966e01a4d2fc210b110c9bf8e,"{'asset_type': 'ETH', 'contract_address': None, 'price': 34.95, 'price_usd': 134299.77464207937}",1.1510065557809928,1194,,,,,,,
1043,ipfs://QmadvLKiTRiWPkJcXsJreyj5CbANajZyi6W6LEVy92JqT4,0x1439b4d5a72343b68f12398c649df99d76b2af53,,1.1779377953236616,895,Cross,Yellow,Tan,Guayabera,Bored,Coins,Vietnam Era Helmet
1044,ipfs://QmS3mcnRtjeUX7a1HAG5hMbPetQMjWSWhmD57AiPm4wPFo,0x1439b4d5a72343b68f12398c649df99d76b2af53,"{'asset_type': 'ETH', 'contract_address': None, 'price': 9.123, 'price_usd': 23555.188866257908}",1.0426513320680717,3254,Diamond Stud,New Punk Blue,Brown,Navy Striped Tee,Bored Unshaven Cigarette,Blindfold,
1045,ipfs://QmeCB7ikigpjGXMkb5MYHp5oDzMQZVmrDwn7BhYxRNYtua,0x4ea1577b6c155a588a6c18767e6faaef51091ac2,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.25, 'price_usd': 3356.482298156718}",1.021959868186181,3826,,Orange,Dark Brown,Vietnam Jacket,Discomfort,Sad,Stuntman Helmet
1046,ipfs://QmQph4LeS4q9SFFQXvPwWtRnPg9WzHsZFEv9ZrrjFfeNmQ,0x33569c101562e1faf5b24581057e5cee4c8288d7,"{'asset_type': 'ETH', 'contract_address': None, 'price': 56.9, 'price_usd': 221540.14633894482}",0.8140552218530553,9640,,Army Green,Pink,Lumberjack Shirt,Bored Unshaven,Bored,
1047,ipfs://QmWZzVqUNbsPaXSz5mbr5g2ZrxPauxc6ZpP9w9xW3Zfotc,0x700643004ba7cb17b824c6808a4196a06eb25e4b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 8.38, 'price_usd': 21794.061843568907}",0.9740289323796422,5423,,Aquamarine,Black,Navy Striped Tee,Bored Cigarette,Angry,Ww2 Pilot Helm
1048,ipfs://QmS97rE2K9x4MoBnLh2sE5PD762H9t66EGPhP4B56XMi5G,0xee0d226287f838da6ab7eb10f72bdc14b735c168,"{'asset_type': 'ETH', 'contract_address': None, 'price': 4.9, 'price_usd': 9799.610843336055}",1.105278925487349,1878,,,,,,,
1049,ipfs://Qmb49MyD3L2YFuCGbCM9jumjmkVTs5zG5XXgjz5xCFUUDr,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 96.0, 'price_usd': 108972.23489677008}",0.9763838319535624,5339,,Purple,Black,Smoking Jacket,Jovial,Wide Eyed,Army Hat
105,ipfs://QmXcLJTFGZAZpta84zXqGFao1HMbFdoMntKT5MRrLnZt91,0xa5437c9d2f62f79ae22b1dbd0a735feec7cef6a7,"{'asset_type': 'ETH', 'contract_address': None, 'price': 114.5, 'price_usd': 359339.11949092423}",1.1002990485372788,1978,,,,,,,
1050,ipfs://QmNMzQb9bvzhRE1U4s9gktj8X1HeP3Lee7ZWLgdtsBc8i2,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 80.0, 'price_usd': 98529.36590651223}",0.8647563348864539,8838,,Orange,Pink,Stunt Jacket,Bored Unshaven,Sleepy,
1051,ipfs://QmVWhjRUy2NxgNGpdjaWLbMZRhXZGwwqoupjbi9KNBjqEY,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 80.0, 'price_usd': 124546.09195035703}",0.9724859013817309,5483,,Yellow,Golden Brown,Bone Necklace,Bored Unshaven,Coins,Party Hat 1
1052,ipfs://QmTCi4Dpww2Qbv4GawDvJUgAxgfGLaFrLBdmDMJX8ho3VX,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 2.2, 'price_usd': 5161.5420468662105}",0.8598861841345202,8936,,Purple,Blue,Puffy Vest,Bored,Bloodshot,Beanie
1053,ipfs://Qmb1onRmvPPACXfjjC7N5bpRh5gYwaxFxHMEG7gsnKyn7F,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.81, 'price_usd': 4282.229743005075}",0.8643703167779985,8852,,Aquamarine,Cream,,Grin,Sleepy,Fez
1054,ipfs://QmQnTufckf5hZHrScNYKKEZakNyoFBFrzRYuCWbhp9JSnV,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 9.0, 'price_usd': 23644.836236554143}",1.0272239835078376,3682,,Aquamarine,Dmt,Tuxedo Tee,Grin,Angry,Short Mohawk
1055,ipfs://QmPRJtWD3eKVKzGkaqjpGW8Sf6FX3Vw1vg42bVohTrR693,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 5.49, 'price_usd': 10533.560297441933}",0.9109373181201516,7583,,,,,,,
1056,ipfs://QmYsTaqMAtJ89jqH92uPV4NS3KwEumkUwTzK5pWjMRvgaF,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 88.0, 'price_usd': 147630.0056244946}",1.162451244658102,1064,Silver Stud,Army Green,Red,Navy Striped Tee,Grin,X Eyes,Halo
1057,ipfs://QmZ1yAcTfapXz5jQ5eiomiATugwBuRRFB98aaX7YKTX4Ff,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 165.0, 'price_usd': 460999.33746529155}",1.031777337029731,3552,,Army Green,Dark Brown,Striped Tee,Rage,Robot,Bandana Blue
1058,ipfs://QmUnqte8PLUFu31SBXzQvJDwyM3d6rg4Xe24LehVMsvqYC,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 46.69, 'price_usd': 158429.67605894737}",1.0653460338415766,2729,Gold Stud,Aquamarine,Blue,Navy Striped Tee,Phoneme Vuh,Zombie,
1059,ipfs://QmaR5jq2Tne2WcfnhV2FQB5dnabK5YAAWhY5yrWUdyjexc,0xe64e58ed16979ae7de24e1161a0aa97fd508ade5,"{'asset_type': 'ETH', 'contract_address': None, 'price': 77.99, 'price_usd': 251153.23629614632}",0.9307959160808696,6932,Silver Stud,Army Green,Brown,Cowboy Shirt,Bored Unshaven,3d,
106,ipfs://QmXnvZRnmwoHRSWkyLSX1en46Ke7PbPNcwcV3UmZN3ywVU,0xa5437c9d2f62f79ae22b1dbd0a735feec7cef6a7,,0.96422430156521,5750,,New Punk Blue,Cheetah,Tuxedo Tee,Bored,Crazy,Bunny Ears
1060,ipfs://QmUZKDGLLg25P4ovyYuZhKEjnj9UtLCmbCkgtyoSMUXcLB,0x3df03ae2b4e5a2b82192031e13bca98a7e3fcc18,"{'asset_type': 'ETH', 'contract_address': None, 'price': 79.99, 'price_usd': 120722.38794022173}",0.9563261723724756,6019,,Army Green,Dark Brown,Bone Tee,Jovial,Closed,Commie Hat
1061,ipfs://QmW27PY4yrjDSSFZWsLpePWSq39gwxRAEJd8kayfzgm1Rw,0xc704389a3f999f325d568df1ab676d4b750f7c37,"{'asset_type': 'ETH', 'contract_address': None, 'price': 8.88, 'price_usd': 20607.70095758605}",1.060783452764609,2835,,Yellow,Blue,Tie Dye,Rage,Sleepy,Spinner Hat
1062,ipfs://QmZCMXay5m6r81uXn6NrjF5cw2gGHjDMt6SQNDwe1mou3B,0x01a45f7fbf7453092e49b6db137568f9cfab8ead,"{'asset_type': 'ETH', 'contract_address': None, 'price': 69.0, 'price_usd': 253982.02122795946}",0.8393443800463424,9304,,Yellow,Cream,Guayabera,Bored Unshaven,Sleepy,
1063,ipfs://QmaYFofCfhQHvKUEQ9VHQM81RhCq7cTpR4fRRuPLM8KdUp,0x266e873a0d1e76c63af2f50bc5ca6d25867d4300,"{'asset_type': 'ETH', 'contract_address': None, 'price': 5.1, 'price_usd': 15405.233129572169}",0.942890700464658,6518,,New Punk Blue,Dark Brown,Prison Jumpsuit,Bored Unshaven,Blue Beams,
1064,ipfs://QmbuP5vagFaRjADBWoZwcf8rVWsa5a5wjJQeR6JN9EKR2u,0xe38171c839d3ff70147829d843ee8f9794bc2299,"{'asset_type': 'ETH', 'contract_address': None, 'price': 52.69, 'price_usd': 223582.2646594065}",1.3029492394410045,125,Silver Hoop,Army Green,Golden Brown,Blue Dress,Phoneme Wah,Scumbag,Bunny Ears
1065,ipfs://QmW7eaRHukT5tM1624X7g8D8AbCRP9mXmUn1Bn5NNS4eac,0xe38171c839d3ff70147829d843ee8f9794bc2299,"{'asset_type': 'ETH', 'contract_address': None, 'price': 72.971, 'price_usd': 114492.83453554263}",0.933302586755982,6844,,New Punk Blue,Dark Brown,Toga,Bored Unshaven Cigarette,X Eyes,
1066,ipfs://QmXNmZugGbqZGSodeKLokeSmncykczqc9sos8N737G4Qdc,0xe38171c839d3ff70147829d843ee8f9794bc2299,"{'asset_type': 'ETH', 'contract_address': None, 'price': 88.5, 'price_usd': 149942.60256430996}",1.1206661133347584,1624,Diamond Stud,Blue,Robot,Sailor Shirt,Bored Unshaven Cigarette,Sunglasses,
1067,ipfs://QmcCXL33ECn9pPxYrnpUMp97Ec6cwJtFLCoRNqCuyoEEed,0xe38171c839d3ff70147829d843ee8f9794bc2299,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.6, 'price_usd': 4540.865435135897}",0.961382710092922,5846,,Aquamarine,Gray,Biker Vest,Bored,Blindfold,S&m Hat
1068,ipfs://QmaQxYMyFZMCAgRkdjDvqv25e6hevk4KrUSBJZzfLq4YkM,0xe38171c839d3ff70147829d843ee8f9794bc2299,"{'asset_type': 'ETH', 'contract_address': None, 'price': 5.0, 'price_usd': 11633.597399661066}",0.9734534039563946,5450,,Blue,Brown,Bayc T Black,Bored Unshaven Cigarette,Coins,Bayc Flipped Brim
1069,ipfs://QmPHkpUxwurkuhydKjHnj1LZHYs5jnqVfnqAq4EEGn3k2a,0xe38171c839d3ff70147829d843ee8f9794bc2299,"{'asset_type': 'ETH', 'contract_address': None, 'price': 2.8, 'price_usd': 6022.012139327972}",1.1004071323555908,1976,Silver Hoop,Blue,Dark Brown,Black Holes T,Grin,Heart,Cowboy Hat
107,ipfs://QmTDaAd5UWFQcfR2NqnhhW4Wny2HPjzdNt9fxaqVw5zTnA,0x30d9898afb994e489ad138e0e85d1a90c14d53a5,,0.9865730619715092,4969,,Blue,Red,Space Suit,Bored,Zombie,Short Mohawk
1070,ipfs://QmZCiuXZErPRrNcnbWNceUWMyeE2JtmTVGvN8s6zzn27Er,0xe38171c839d3ff70147829d843ee8f9794bc2299,"{'asset_type': 'ETH', 'contract_address': None, 'price': 69.0, 'price_usd': 110485.14221462548}",1.1471101735537623,1248,,,,,,,
1071,ipfs://QmVpBK7tbnMtYW8vYjE6Yj7oxSe8iSJEBTt7bm31izZ7gQ,0xe38171c839d3ff70147829d843ee8f9794bc2299,"{'asset_type': 'ETH', 'contract_address': None, 'price': 72.64, 'price_usd': 141671.92616083825}",1.0544667330130992,2966,,Orange,Brown,Space Suit,Small Grin,Eyepatch,Vietnam Era Helmet
