one_day_volume,one_day_change,one_day_sales,one_day_average_price,seven_day_volume,seven_day_change,seven_day_sales,seven_day_average_price,thirty_day_volume,thirty_day_change,thirty_day_sales,thirty_day_average_price,total_volume,total_sales,total_supply,total_minted,num_owners,average_price,market_cap,floor_price,floor_price_historic_one_day,floor_price_historic_seven_day,floor_price_historic_thirty_day,updated_date
685.1427,-0.6355461095070206,10.0,68.51427,16617.050030000013,-0.27107359091521677,328.0,50.661737896341506,60949.60272870003,-0.2374868832710573,1090.0,55.91706672357801,1032884.005146492,32457.0,9998.0,9998.0,5641.0,31.823150788627785,506516.05548762233,51.2,,,,2023-04-25T03:16:25.236830
