one_day_volume,one_day_change,one_day_sales,one_day_average_price,seven_day_volume,seven_day_change,seven_day_sales,seven_day_average_price,thirty_day_volume,thirty_day_change,thirty_day_sales,thirty_day_average_price,total_volume,total_sales,total_supply,total_minted,num_owners,average_price,market_cap,floor_price,floor_price_historic_one_day,floor_price_historic_seven_day,floor_price_historic_thirty_day,updated_date
922.5832568999999,-0.3928872048854828,19.0,48.557013521052625,6199.7942059,-0.6331751807198202,121.0,51.23796864380165,57595.44725070011,0.2523369978040831,1061.0,54.28411616465609,1038685.0209247523,32573.0,9998.0,9998.0,5605.0,31.887913944824007,512277.2105007289,49.4,49.4,51.45,63.33,2023-05-01T22:39:02.015982
