one_day_volume,one_day_change,one_day_sales,one_day_average_price,seven_day_volume,seven_day_change,seven_day_sales,seven_day_average_price,thirty_day_volume,thirty_day_change,thirty_day_sales,thirty_day_average_price,total_volume,total_sales,total_supply,total_minted,num_owners,average_price,market_cap,floor_price,floor_price_historic_one_day,floor_price_historic_seven_day,floor_price_historic_thirty_day,updated_date
501.28999999999996,-0.5893268061235684,10.0,50.129,6822.5708383331985,-0.5238718995570584,138.0,49.43891911835651,56319.794062133325,0.19997358553704372,1054.0,53.434339717394046,1041792.4280212279,32637.0,9998.0,9998.0,5589.0,31.920594050348623,494290.3133453284,50.8,50.49,50.69,62.1,2023-05-04T14:46:07.747601
