one_day_volume,one_day_change,one_day_sales,one_day_average_price,seven_day_volume,seven_day_change,seven_day_sales,seven_day_average_price,thirty_day_volume,thirty_day_change,thirty_day_sales,thirty_day_average_price,total_volume,total_sales,total_supply,total_minted,num_owners,average_price,market_cap,floor_price,floor_price_historic_one_day,floor_price_historic_seven_day,floor_price_historic_thirty_day,updated_date
1220.6543000000001,-0.4356655776500702,24.0,50.86059583333334,7326.340837333198,-0.5315156776248661,148.0,49.50230295495404,57646.654182133316,0.23522307969326783,1073.0,53.724747606834406,1041326.6585168932,32627.0,9998.0,9998.0,5598.0,31.916101955953447,494924.0249436305,51.28,51.45,51.3,63.8,2023-05-03T14:01:52.592334
